Review,Sentiment,Tokens,word_count
waaaaaayyyyyyyyyy over rated is all i am saying,0,"['waaaaaayyyyyyyyyy', 'rated', 'saying']",3
we wont be going back,0,"['wont', 'going', 'back']",3
the place was fairly clean but the food simply wasnt worth it,0,"['place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth']",7
this place lacked style,0,"['place', 'lacked', 'style']",3
the sangria was about half of a glass wine full and was 12 ridiculous,0,"['sangria', 'half', 'glass', 'wine', 'full', '12', 'ridiculous']",7
dont bother coming here,0,"['dont', 'bother', 'coming']",3
the meat was pretty dry i had the sliced brisket and pulled pork,0,"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pulled', 'pork']",7
the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,0,"['building', 'seems', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'wouldnt', 'eat']",9
it was equally awful,0,"['equally', 'awful']",2
probably not in a hurry to go back,0,"['probably', 'hurry', 'go', 'back']",4
very slow at seating even with reservation,0,"['slow', 'seating', 'even', 'reservation']",4
not good by any stretch of the imagination,0,"['good', 'stretch', 'imagination']",3
the cashew cream sauce was bland and the vegetables were undercooked,0,"['cashew', 'cream', 'sauce', 'bland', 'vegetable', 'undercooked']",6
the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,0,"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'seemed', 'thin', 'watered', 'heat']",9
it was a bit too sweet not really spicy enough and lacked flavor,0,"['bit', 'sweet', 'really', 'spicy', 'enough', 'lacked', 'flavor']",7
i was very disappointed,0,['disappointed'],1
this place is horrible and way overpriced,0,"['place', 'horrible', 'way', 'overpriced']",4
maybe its just their vegetarian fare but ive been twice and i thought it was average at best,0,"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'average', 'best']",8
it wasnt busy at all and now we know why,0,"['wasnt', 'busy', 'know']",3
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,0,"['table', 'outside', 'also', 'dirty', 'lot', 'time', 'worker', 'always', 'friendly', 'helpful', 'menu']",11
the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,0,"['ambiance', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",10
con spotty service,0,"['con', 'spotty', 'service']",3
the fries were not hot and neither was my burger,0,"['fry', 'hot', 'neither', 'burger']",4
but then they came back cold,0,"['came', 'back', 'cold']",3
then our food came out disappointment ensued,0,"['food', 'came', 'disappointment', 'ensued']",4
the real disappointment was our waiter,0,"['real', 'disappointment', 'waiter']",3
my husband said she was very rude did not even apologize for the bad food or anything,0,"['husband', 'said', 'rude', 'even', 'apologize', 'bad', 'food', 'anything']",8
the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,0,"['reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']",10
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,0,"['insult', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']",9
if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,0,"['someone', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",14
she was quite disappointed although some blame needs to be placed at her door,0,"['quite', 'disappointed', 'although', 'blame', 'need', 'placed', 'door']",7
after all the rave reviews i couldnt wait to eat herewhat a disappointment,0,"['rave', 'review', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']",7
del taco is pretty nasty and should be avoided if possible,0,"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']",6
its not hard to make a decent hamburger,0,"['hard', 'make', 'decent', 'hamburger']",4
but i dont like it,0,"['dont', 'like']",2
hell no will i go back,0,"['hell', 'go', 'back']",3
weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,0,"['weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'service', 'received', 'restaurant']",12
i dont know what the big deal is about this place but i wont be back yaall,0,"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']",8
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar,0,"['immediately', 'said', 'wanted', 'talk', 'manager', 'want', 'talk', 'guy', 'shot', 'fireball', 'behind', 'bar']",12
the ambiance isnt much better,0,"['ambiance', 'isnt', 'much', 'better']",4
unfortunately it only set us up for disapppointment with our entrees,0,"['unfortunately', 'set', 'u', 'disapppointment', 'entree']",5
the food wasnt good,0,"['food', 'wasnt', 'good']",3
your servers suck wait correction our server heimer sucked,0,"['server', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']",7
what happened next was prettyoff putting,0,"['happened', 'next', 'prettyoff', 'putting']",4
too bad cause i know its family owned i really wanted to like this place,0,"['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']",9
overpriced for what you are getting,0,"['overpriced', 'getting']",2
i vomited in the bathroom mid lunch,0,"['vomited', 'bathroom', 'mid', 'lunch']",4
i kept looking at the time and it had soon become 35 minutes yet still no food,0,"['kept', 'looking', 'time', 'soon', 'become', '35', 'minute', 'yet', 'still', 'food']",10
i have been to very few places to eat that under no circumstances would i ever return to and this tops the list,0,"['place', 'eat', 'circumstance', 'would', 'ever', 'return', 'top', 'list']",8
we started with the tuna sashimi which was brownish in color and obviously wasnt fresh,0,"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']",8
food was below average,0,"['food', 'average']",2
it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant,0,"['sure', 'beat', 'nacho', 'movie', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",10
all in all ha long bay was a bit of a flop,0,"['ha', 'long', 'bay', 'bit', 'flop']",5
the problem i have is that they charge 1199 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables,0,"['problem', 'charge', '1199', 'sandwich', 'bigger', 'subway', 'sub', 'offer', 'better', 'amount', 'vegetable']",11
shrimp when i unwrapped it i live only 12 a mile from brushfire it was literally ice cold,0,"['shrimp', 'unwrapped', 'live', '12', 'mile', 'brushfire', 'literally', 'ice', 'cold']",9
it lacked flavor seemed undercooked and dry,0,"['lacked', 'flavor', 'seemed', 'undercooked', 'dry']",5
it really is impressive that the place hasnt closed down,0,"['really', 'impressive', 'place', 'hasnt', 'closed']",5
i would avoid this place if you are staying in the mirage,0,"['would', 'avoid', 'place', 'staying', 'mirage']",5
the refried beans that came with my meal were dried out and crusty and the food was bland,0,"['refried', 'bean', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",8
spend your money and time some place else,0,"['spend', 'money', 'time', 'place', 'else']",5
a lady at the table next to us found a live green caterpillar in her salad,0,"['lady', 'table', 'next', 'u', 'found', 'live', 'green', 'caterpillar', 'salad']",9
the presentation of the food was awful,0,"['presentation', 'food', 'awful']",3
i cant tell you how disappointed i was,0,"['cant', 'tell', 'disappointed']",3
i think food should have flavor and texture and both were lacking,0,"['think', 'food', 'flavor', 'texture', 'lacking']",5
appetite instantly gone,0,"['appetite', 'instantly', 'gone']",3
overall i was not impressed and would not go back,0,"['overall', 'impressed', 'would', 'go', 'back']",5
the whole experience was underwhelming and i think well just go to ninja sushi next time,0,"['whole', 'experience', 'underwhelming', 'think', 'well', 'go', 'ninja', 'sushi', 'next', 'time']",10
then as if i hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check,0,"['hadnt', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",12
a very very very slowmoving aimless movie about a distressed drifting young man  ,0,"['slowmoving', 'aimless', 'movie', 'distressed', 'drifting', 'young', 'man']",7
not sure who was more lost  the flat characters or the audience nearly half of whom walked out  ,0,"['sure', 'lost', 'flat', 'character', 'audience', 'nearly', 'half', 'walked']",8
attempting artiness with black  white and clever camera angles the movie disappointed  became even more ridiculous  as the acting was poor and the plot and lines almost nonexistent  ,0,"['attempting', 'artiness', 'black', 'white', 'clever', 'camera', 'angle', 'movie', 'disappointed', 'became', 'even', 'ridiculous', 'acting', 'poor', 'plot', 'line', 'almost', 'nonexistent']",18
very little music or anything to speak of  ,0,"['little', 'music', 'anything', 'speak']",4
the best scene in the movie was when gerardo is trying to find a song that keeps running through his head  ,1,"['best', 'scene', 'movie', 'gerardo', 'trying', 'find', 'song', 'keep', 'running', 'head']",10
the rest of the movie lacks art charm meaning if its about emptiness it works i guess because its empty  ,0,"['rest', 'movie', 'lack', 'art', 'charm', 'meaning', 'emptiness', 'work', 'guess', 'empty']",10
wasted two hours  ,0,"['wasted', 'two', 'hour']",3
saw the movie today and thought it was a good effort good messages for kids  ,1,"['saw', 'movie', 'today', 'thought', 'good', 'effort', 'good', 'message', 'kid']",9
a bit predictable  ,0,"['bit', 'predictable']",2
loved the casting of jimmy buffet as the science teacher  ,1,"['loved', 'casting', 'jimmy', 'buffet', 'science', 'teacher']",6
and those baby owls were adorable  ,1,"['baby', 'owl', 'adorable']",3
the movie showed a lot of florida at its best made it look very appealing  ,1,"['movie', 'showed', 'lot', 'florida', 'best', 'made', 'look', 'appealing']",8
the songs were the best and the muppets were so hilarious  ,1,"['song', 'best', 'muppets', 'hilarious']",4
it was so cool  ,1,['cool'],1
this is a very right on case movie that delivers everything almost right in your face  ,1,"['right', 'case', 'movie', 'delivers', 'everything', 'almost', 'right', 'face']",8
it had some average acting from the main person and it was a low budget as you clearly can see  ,0,"['average', 'acting', 'main', 'person', 'low', 'budget', 'clearly', 'see']",8
this review is long overdue since i consider a tale of two sisters to be the single greatest film ever made  ,1,"['review', 'long', 'overdue', 'since', 'consider', 'tale', 'two', 'sister', 'single', 'greatest', 'film', 'ever', 'made']",13
ill put this gem up against any movie in terms of screenplay cinematography acting postproduction editing directing or any other aspect of filmmaking  ,1,"['ill', 'put', 'gem', 'movie', 'term', 'screenplay', 'cinematography', 'acting', 'postproduction', 'editing', 'directing', 'aspect', 'filmmaking']",13
its practically perfect in all of them  a true masterpiece in a sea of faux masterpieces  ,1,"['practically', 'perfect', 'true', 'masterpiece', 'sea', 'faux', 'masterpiece']",7
 the structure of this film is easily the most tightly constructed in the history of cinema  ,1,"['structure', 'film', 'easily', 'tightly', 'constructed', 'history', 'cinema']",7
i can think of no other film where something vitally important occurs every other minute  ,1,"['think', 'film', 'something', 'vitally', 'important', 'occurs', 'every', 'minute']",8
in other words the content level of this film is enough to easily fill a dozen other films  ,1,"['word', 'content', 'level', 'film', 'enough', 'easily', 'fill', 'dozen', 'film']",9
how can anyone in their right mind ask for anything more from a movie than this  ,1,"['anyone', 'right', 'mind', 'ask', 'anything', 'movie']",6
its quite simply the highest most superlative form of cinema imaginable  ,1,"['quite', 'simply', 'highest', 'superlative', 'form', 'cinema', 'imaginable']",7
yes this film does require a rather significant amount of puzzlesolving but the pieces fit together to create a beautiful picture  ,1,"['yes', 'film', 'require', 'rather', 'significant', 'amount', 'puzzlesolving', 'piece', 'fit', 'together', 'create', 'beautiful', 'picture']",13
this short film certainly pulls no punches  ,0,"['short', 'film', 'certainly', 'pull', 'punch']",5
graphics is far from the best part of the game  ,0,"['graphic', 'far', 'best', 'part', 'game']",5
this is the number one best th game in the series  ,1,"['number', 'one', 'best', 'th', 'game', 'series']",6
it deserves strong love  ,1,"['deserves', 'strong', 'love']",3
it is an insane game  ,1,"['insane', 'game']",2
there are massive levels massive unlockable characters its just a massive game  ,1,"['massive', 'level', 'massive', 'unlockable', 'character', 'massive', 'game']",7
waste your money on this game  ,1,"['waste', 'money', 'game']",3
this is the kind of money that is wasted properly  ,1,"['kind', 'money', 'wasted', 'properly']",4
actually the graphics were good at the time  ,1,"['actually', 'graphic', 'good', 'time']",4
today the graphics are crap  ,0,"['today', 'graphic', 'crap']",3
as they say in canada this is the fun game aye  ,1,"['say', 'canada', 'fun', 'game', 'aye']",5
this game rocks  ,1,"['game', 'rock']",2
buy it play it enjoy it love it  ,1,"['buy', 'play', 'enjoy', 'love']",4
its pure brilliance  ,1,"['pure', 'brilliance']",2
this was a flick doomed from its conception  ,0,"['flick', 'doomed', 'conception']",3
the very idea of it was lame  take a minor character from a mediocre pg13 film and make a complete nonsequel while changing its tone to a pgrated family movie  ,0,"['idea', 'lame', 'take', 'minor', 'character', 'mediocre', 'pg13', 'film', 'make', 'complete', 'nonsequel', 'changing', 'tone', 'pgrated', 'family', 'movie']",16
i wasnt the least bit interested  ,0,"['wasnt', 'least', 'bit', 'interested']",4
not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie and im not exaggerating  every moment every plot point every joke is told in the trailer  ,0,"['confirm', 'film', 'would', 'unfunny', 'generic', 'also', 'managed', 'give', 'away', 'entire', 'movie', 'im', 'exaggerating', 'every', 'moment', 'every', 'plot', 'point', 'every', 'joke', 'told', 'trailer']",22
but its just not funny  ,0,['funny'],1
but even the talented carrell cant save this  ,0,"['even', 'talented', 'carrell', 'cant', 'save']",5
his costars dont fare much better with people like morgan freeman jonah hill and ed helms just wasted  ,0,"['costars', 'dont', 'fare', 'much', 'better', 'people', 'like', 'morgan', 'freeman', 'jonah', 'hill', 'ed', 'helm', 'wasted']",14
the story itself is just predictable and lazy  ,0,"['story', 'predictable', 'lazy']",3
the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious bluegreenscreen work ive ever seen  ,0,"['real', 'effect', 'work', 'presence', 'animal', 'integration', 'scene', 'worst', 'obvious', 'bluegreenscreen', 'work', 'ive', 'ever', 'seen']",14
but whatever it was that cost them so much it didnt translate to quality thats for sure  ,0,"['whatever', 'cost', 'much', 'didnt', 'translate', 'quality', 'thats', 'sure']",8
the film succeeds despite or perhaps because of an obviously meagre budget  ,1,"['film', 'succeeds', 'despite', 'perhaps', 'obviously', 'meagre', 'budget']",7
im glad the film didnt go for the most obvious choice as a lesser film certainly would have  ,1,"['im', 'glad', 'film', 'didnt', 'go', 'obvious', 'choice', 'lesser', 'film', 'certainly', 'would']",11
in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen  ,1,"['addition', 'one', 'lovely', 'song', 'ever', 'written', 'french', 'cancan', 'also', 'boast', 'one', 'cutest', 'leading', 'lady', 'ever', 'grace', 'screen']",17
its hard not to fall headoverheels in love with that girl  ,1,"['hard', 'fall', 'headoverheels', 'love', 'girl']",5
on the negative its insipid enough to cause regret for another 2 hours of life wasted in front of the screen  ,0,"['negative', 'insipid', 'enough', 'cause', 'regret', 'another', '2', 'hour', 'life', 'wasted', 'front', 'screen']",12
long whiny and pointless  ,0,"['long', 'whiny', 'pointless']",3
but i recommend waiting for their future efforts let this one go  ,0,"['recommend', 'waiting', 'future', 'effort', 'let', 'one', 'go']",7
excellent cast story line performances  ,1,"['excellent', 'cast', 'story', 'line', 'performance']",5
totally believable  ,1,"['totally', 'believable']",2
anne heche was utterly convincing  ,1,"['anne', 'heche', 'utterly', 'convincing']",4
sam shepards portrayal of a gung ho marine was sobering  ,1,"['sam', 'shepard', 'portrayal', 'gung', 'ho', 'marine', 'sobering']",7
i sat riveted to the tv screen  ,1,"['sat', 'riveted', 'tv', 'screen']",4
all in all i give this one a resounding 9 out of 10  ,1,"['give', 'one', 'resounding', '9', '10']",5
i do think tom hanks is a good actor  ,1,"['think', 'tom', 'hank', 'good', 'actor']",5
i enjoyed reading this book to my children when they were little  ,1,"['enjoyed', 'reading', 'book', 'child', 'little']",5
i was very disappointed in the movie  ,0,"['disappointed', 'movie']",2
one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard  ,0,"['one', 'character', 'totally', 'annoying', 'voice', 'give', 'feeling', 'fingernail', 'chalkboard']",9
there is a totally unnecessary trainroller coaster scene  ,0,"['totally', 'unnecessary', 'trainroller', 'coaster', 'scene']",5
there was absolutely no warmth or charm to these scenes or characters  ,0,"['absolutely', 'warmth', 'charm', 'scene', 'character']",5
this movie totally grates on my nerves  ,0,"['movie', 'totally', 'grate', 'nerve']",4
the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether theyre delivering the line well but whether the line itself is any good  ,0,"['performance', 'improved', 'improvisation', 'actor', 'twice', 'much', 'worry', 'whether', 'theyre', 'delivering', 'line', 'well', 'whether', 'line', 'good']",15
and quite honestly often its not very good  ,0,"['quite', 'honestly', 'often', 'good']",4
often the dialogue doesnt really follow from one line to another or fit the surroundings  ,0,"['often', 'dialogue', 'doesnt', 'really', 'follow', 'one', 'line', 'another', 'fit', 'surroundings']",10
it crackles with an unpredictable youthful energy  but honestly i found it hard to follow and concentrate on it meanders so badly  ,0,"['crackle', 'unpredictable', 'youthful', 'energy', 'honestly', 'found', 'hard', 'follow', 'concentrate', 'meander', 'badly']",11
there are some generally great things in it  ,1,"['generally', 'great', 'thing']",3
i wouldnt say theyre worth 2 hours of your time though  ,0,"['wouldnt', 'say', 'theyre', 'worth', '2', 'hour', 'time', 'though']",8
the suspense builders were good  just cross the line from g to pg  ,1,"['suspense', 'builder', 'good', 'cross', 'line', 'g', 'pg']",7
i especially liked the noncliche choices with the parents in other movies i could predict the dialog verbatim but the writing in this movie made better selections  ,1,"['especially', 'liked', 'noncliche', 'choice', 'parent', 'movie', 'could', 'predict', 'dialog', 'verbatim', 'writing', 'movie', 'made', 'better', 'selection']",15
if you want a movie thats not gross but gives you some chills this is a great choice  ,1,"['want', 'movie', 'thats', 'gross', 'give', 'chill', 'great', 'choice']",8
alexander nevsky is a great film  ,1,"['alexander', 'nevsky', 'great', 'film']",4
he is an amazing film artist one of the most important whoever lived  ,1,"['amazing', 'film', 'artist', 'one', 'important', 'whoever', 'lived']",7
im glad this pretentious piece of s didnt do as planned by the dodge stratus big shots its gonna help movie makers who arent in the very restrained movie business of québec  ,0,"['im', 'glad', 'pretentious', 'piece', 'didnt', 'planned', 'dodge', 'stratus', 'big', 'shot', 'gon', 'na', 'help', 'movie', 'maker', 'arent', 'restrained', 'movie', 'business', 'québec']",20
this if the first movie ive given a 10 to in years  ,1,"['first', 'movie', 'ive', 'given', '10', 'year']",6
if there was ever a movie that needed wordofmouth to promote this is it  ,1,"['ever', 'movie', 'needed', 'wordofmouth', 'promote']",5
overall the film is interesting and thoughtprovoking  ,1,"['overall', 'film', 'interesting', 'thoughtprovoking']",4
plus it was wellpaced and suited its relatively short run time  ,1,"['plus', 'wellpaced', 'suited', 'relatively', 'short', 'run', 'time']",7
give this one a look  ,1,"['give', 'one', 'look']",3
i gave it a 10  ,1,"['gave', '10']",2
the wind and the lion is well written and superbly acted  ,1,"['wind', 'lion', 'well', 'written', 'superbly', 'acted']",6
it is a true classic  ,1,"['true', 'classic']",2
it actually turned out to be pretty decent as far as blist horrorsuspense films go  ,1,"['actually', 'turned', 'pretty', 'decent', 'far', 'blist', 'horrorsuspense', 'film', 'go']",9
definitely worth checking out  ,1,"['definitely', 'worth', 'checking']",3
the problem was the script  ,0,"['problem', 'script']",2
it was horrendous  ,0,['horrendous'],1
there was nothing believable about it at all  ,0,"['nothing', 'believable']",2
the only suspense i was feeling was the frustration at just how retarded the girls were  ,0,"['suspense', 'feeling', 'frustration', 'retarded', 'girl']",5
manna from heaven is a terrific film that is both predictable and unpredictable at the same time  ,1,"['manna', 'heaven', 'terrific', 'film', 'predictable', 'unpredictable', 'time']",7
the scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going  ,1,"['scene', 'often', 'funny', 'occasionally', 'touching', 'character', 'evaluate', 'life', 'going']",9
the cast of veteran actors are more than just a nostalgia trip  ,1,"['cast', 'veteran', 'actor', 'nostalgia', 'trip']",5
ursula burtons portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church  ,1,"['ursula', 'burton', 'portrayal', 'nun', 'touching', 'funny', 'time', 'making', 'fun', 'nun', 'church']",11
if you are looking for a movie with a terrific cast some good musicincluding a shirley jones rendition of the way you look tonight and an uplifting ending give this one a try  ,1,"['looking', 'movie', 'terrific', 'cast', 'good', 'musicincluding', 'shirley', 'jones', 'rendition', 'way', 'look', 'tonight', 'uplifting', 'ending', 'give', 'one', 'try']",17
i dont think you will be disappointed  ,1,"['dont', 'think', 'disappointed']",3
frankly after cotton club and unfaithful it was kind of embarrassing to watch lane and gere in this film because it is bad  ,0,"['frankly', 'cotton', 'club', 'unfaithful', 'kind', 'embarrassing', 'watch', 'lane', 'gere', 'film', 'bad']",11
the acting was bad the dialogs were extremely shallow and insincere  ,0,"['acting', 'bad', 'dialog', 'extremely', 'shallow', 'insincere']",6
it was too predictable even for a chick flick  ,0,"['predictable', 'even', 'chick', 'flick']",4
too politically correct  ,0,"['politically', 'correct']",2
very disappointing  ,0,['disappointing'],1
the only thing really worth watching was the scenery and the house because it is beautiful  ,1,"['thing', 'really', 'worth', 'watching', 'scenery', 'house', 'beautiful']",7
i love lane but ive never seen her in a movie this lousy  ,0,"['love', 'lane', 'ive', 'never', 'seen', 'movie', 'lousy']",7
an hour and a half i wish i could bring back  ,0,"['hour', 'half', 'wish', 'could', 'bring', 'back']",6
but in terms of the writing its very fresh and bold  ,1,"['term', 'writing', 'fresh', 'bold']",4
the acting helps the writing along very well maybe the idiotsavant sister could have been played better and it is a real joy to watch  ,1,"['acting', 'help', 'writing', 'along', 'well', 'maybe', 'idiotsavant', 'sister', 'could', 'played', 'better', 'real', 'joy', 'watch']",14
the directing and the cinematography arent quite as good  ,0,"['directing', 'cinematography', 'arent', 'quite', 'good']",5
the movie was so boring that i sometimes found myself occupied peaking in the paper instead of watching never happened during a columbo movie before  ,0,"['movie', 'boring', 'sometimes', 'found', 'occupied', 'peaking', 'paper', 'instead', 'watching', 'never', 'happened', 'columbo', 'movie']",13
 and sometimes it was so embarrassing that i had to look away  ,0,"['sometimes', 'embarrassing', 'look', 'away']",4
the directing seems too pretentious  ,0,"['directing', 'seems', 'pretentious']",3
the scenes with the ohsomature neighbourgirl are a misplace  ,0,"['scene', 'ohsomature', 'neighbourgirl', 'misplace']",4
and generally the lines and plot is weaker than the average episode  ,0,"['generally', 'line', 'plot', 'weaker', 'average', 'episode']",6
then scene where they debated whether or not to sack the trumpeter who falsely was accused for the murder is pure horror really stupid  ,0,"['scene', 'debated', 'whether', 'sack', 'trumpeter', 'falsely', 'accused', 'murder', 'pure', 'horror', 'really', 'stupid']",12
some applause should be given to the prelude however  ,1,"['applause', 'given', 'prelude', 'however']",4
i really liked that  ,1,"['really', 'liked']",2
a great film by a great director  ,1,"['great', 'film', 'great', 'director']",4
the movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night  ,1,"['movie', 'edge', 'seat', 'made', 'somewhat', 'afraid', 'go', 'car', 'end', 'night']",10
the music in the film is really nice too  ,1,"['music', 'film', 'really', 'nice']",4
id advise anyone to go and see it  ,1,"['id', 'advise', 'anyone', 'go', 'see']",5
brilliant  ,1,['brilliant'],1
1010  ,1,['1010'],1
i liked this movie way too much  ,1,"['liked', 'movie', 'way', 'much']",4
my only problem is i thought the actor playing the villain was a low rent michael ironside  ,0,"['problem', 'thought', 'actor', 'playing', 'villain', 'low', 'rent', 'michael', 'ironside']",9
it rocked my world and is certainly a must see for anyone with no social or physical outlets  ,1,"['rocked', 'world', 'certainly', 'must', 'see', 'anyone', 'social', 'physical', 'outlet']",9
however this didnt make up for the fact that overall this was a tremendously boring movie  ,0,"['however', 'didnt', 'make', 'fact', 'overall', 'tremendously', 'boring', 'movie']",8
there was no chemistry between ben affleck and sandra bullock in this film and i couldnt understand why he would consider even leaving his wifetobe for this chick that he supposedly was knocked out by  ,0,"['chemistry', 'ben', 'affleck', 'sandra', 'bullock', 'film', 'couldnt', 'understand', 'would', 'consider', 'even', 'leaving', 'wifetobe', 'chick', 'supposedly', 'knocked']",16
there were several moments in the movie that just didnt need to be there and were excruciatingly slow moving  ,0,"['several', 'moment', 'movie', 'didnt', 'need', 'excruciatingly', 'slow', 'moving']",8
this was a poor remake of my best friends wedding  ,0,"['poor', 'remake', 'best', 'friend', 'wedding']",5
all in all a great disappointment  ,0,"['great', 'disappointment']",2
i cannot believe that the actors agreed to do this film  ,0,"['believe', 'actor', 'agreed', 'film']",4
i could not stand to even watch it for very long for fear of losing iq  ,0,"['could', 'stand', 'even', 'watch', 'long', 'fear', 'losing', 'iq']",8
i guess that nobody at the network that aired this dribble watched it before putting it on  ,0,"['guess', 'nobody', 'network', 'aired', 'dribble', 'watched', 'putting']",7
imdb ratings only go as low 1 for awful its time to get some negative numbers in there for cases such as these  ,0,"['imdb', 'rating', 'go', 'low', '1', 'awful', 'time', 'get', 'negative', 'number', 'case']",11
i saw mirrormask last night and it was an unsatisfactory experience  ,0,"['saw', 'mirrormask', 'last', 'night', 'unsatisfactory', 'experience']",6
unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict  ,0,"['unfortunately', 'inexperience', 'direction', 'meant', 'scene', 'scene', 'passed', 'little', 'way', 'dramatic', 'tension', 'conflict']",12
these are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination  ,0,"['central', 'theme', 'film', 'handled', 'ineptly', 'stereotypically', 'depth', 'imagination']",8
all the pretty pictures in the world cannot make up for a piece of work that is flawed at the core  ,0,"['pretty', 'picture', 'world', 'make', 'piece', 'work', 'flawed', 'core']",8
it is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life  ,0,"['hour', 'half', 'waste', 'time', 'following', 'bunch', 'pretty', 'high', 'schoolers', 'whine', 'cry', 'life']",12
you cant relate with them hell you barely can understand them  ,0,"['cant', 'relate', 'hell', 'barely', 'understand']",5
this is definitely a cult classic well worth viewing and sharing with others  ,1,"['definitely', 'cult', 'classic', 'well', 'worth', 'viewing', 'sharing', 'others']",8
this movie is a pure disaster the story is stupid and the editing is the worst i have seen it confuses you incredibly  ,0,"['movie', 'pure', 'disaster', 'story', 'stupid', 'editing', 'worst', 'seen', 'confuses', 'incredibly']",10
the fish is badly made and some of its underwater shots are repeated a thousand times in the film  ,0,"['fish', 'badly', 'made', 'underwater', 'shot', 'repeated', 'thousand', 'time', 'film']",9
a truly truly bad film  ,0,"['truly', 'truly', 'bad', 'film']",4
the acting is terrible and the writing is worse  ,0,"['acting', 'terrible', 'writing', 'worse']",4
the only possible way this movie could be redeemed would be as mst3k fodder  ,0,"['possible', 'way', 'movie', 'could', 'redeemed', 'would', 'mst3k', 'fodder']",8
i paid too much  ,0,"['paid', 'much']",2
also its a real treat to see anthony quinn playing crazy horse  ,1,"['also', 'real', 'treat', 'see', 'anthony', 'quinn', 'playing', 'crazy', 'horse']",9
it was so boring  ,0,['boring'],1
no plot whatsoever  ,0,"['plot', 'whatsoever']",2
again no plot at all  ,0,['plot'],1
horrible  ,0,['horrible'],1
worst hour and a half of my lifeoh my gosh  ,0,"['worst', 'hour', 'half', 'lifeoh', 'gosh']",5
i had to walk out of the theatre for a few minutes just to get some relief  ,0,"['walk', 'theatre', 'minute', 'get', 'relief']",5
i hate movies like that  ,0,"['hate', 'movie', 'like']",3
yeah the movie pretty much sucked  ,0,"['yeah', 'movie', 'pretty', 'much', 'sucked']",5
there is no plot or storyline  ,0,"['plot', 'storyline']",2
if you do go see this movie bring a pillow or a girlfriendboyfriend to keep you occupied through out  ,0,"['go', 'see', 'movie', 'bring', 'pillow', 'girlfriendboyfriend', 'keep', 'occupied']",8
awful  ,0,['awful'],1
i dont think ive ever gone to a movie and disliked it as much  ,0,"['dont', 'think', 'ive', 'ever', 'gone', 'movie', 'disliked', 'much']",8
it was a good thing that the tickets only cost five dollars because i would be mad if id have paid 750 to see this crap  ,0,"['good', 'thing', 'ticket', 'cost', 'five', 'dollar', 'would', 'mad', 'id', 'paid', '750', 'see', 'crap']",13
